id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
97160,2017-12-23,sábado,02:39:00,RN,304.0,38,MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Queda de ocupante de veículo                                                                                                                                                                            ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Viaduto                       ,Sim       ,1,0,1,0,0,0,1,1,-5.17857193,-37.36593693,SR-RN               ,DEL15/4                       ,UOP02/RN                      
97182,2017-12-23,sábado,06:00:00,RN,101.0,95,NATAL                                                       ,Ingestão de Álcool                                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.840768,-35.210358,SR-RN               ,DEL15/1                       ,UOP01/RN                      
97223,2017-12-23,sábado,08:20:00,RN,101.0,85,NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Não Informado                 ,Não       ,2,0,2,0,0,0,2,1,-5.75729184,-35.20132720000001,SR-RN               ,DEL15/2                       ,UOP01/RN                      
97247,2017-12-23,sábado,08:40:00,RN,304.0,115,ACU                                                         ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Nublado             ,Simples             ,Ponte                         ,Não       ,2,0,1,0,1,0,1,2,-5.61512095,-36.89428389,SR-RN               ,DEL15/4                       ,UOP01/RN                      
97293,2017-12-23,sábado,10:53:00,RN,101.0,84,NATAL                                                       ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.7792569,-35.200916,SR-RN               ,DEL15/2                       ,UOP01/RN                      
97513,2017-12-23,sábado,19:50:00,RN,427.0,"101,7",CAICO                                                       ,Falta de Atenção à Condução                                                                         ,Colisão com objeto em movimento                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Curva                         ,Sim       ,2,0,0,2,0,0,2,2,-6.46043399,-37.10662932,SR-RN               ,DEL15/3                       ,UOP01/RN                      
97516,2017-12-23,sábado,19:50:00,RN,304.0,"69,9",MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Não Informado                 ,Não       ,5,0,1,3,1,0,4,3,-5.499329,-37.145695,SR-RN               ,DEL15/4                       ,UOP01/RN                      
97583,2017-12-23,sábado,22:00:00,RN,101.0,"163,4",CANGUARETAMA                                                ,Não guardar distância de segurança                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,2,0,1,0,0,1,1,2,-6.39665832,-35.13798606,SR-RN               ,DEL15/1                       ,UOP01/RN                      
97723,2017-12-24,domingo,10:30:00,RN,101.0,"114,3",SAO JOSE DE MIPIBU                                          ,Avarias e/ou desgaste excessivo no pneu                                                             ,Queda de ocupante de veículo                                                                                                                                                                            ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,1,1,0,0,2,1,-5.98491159,-35.264893,SR-RN               ,DEL15/1                       ,UOP01/RN                      
97885,2017-12-24,domingo,20:00:00,RN,304.0,"47,2",MOSSORO                                                     ,Falta de Atenção do Pedestre                                                                        ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,1,-5.22603318,-37.32884545,SR-RN               ,DEL15/4                       ,UOP01/RN                      
97952,2017-12-25,segunda-feira,06:20:00,RN,101.0,"96,4",NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão com objeto estático                                                                                                                                                                             ,Sem Vítimas,Pleno dia           ,Decrescente         ,Garoa/Chuvisco      ,Dupla               ,Reta                          ,Sim       ,1,0,0,0,0,1,0,1,-5.85274365,-35.21043111,SR-RN               ,DEL15/1                       ,UOP01/RN                      
97993,2017-12-25,segunda-feira,11:45:00,RN,406.0,"168,3",SAO GONCALO DO AMARANTE                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,3,0,0,2,1,0,2,2,-5.79341,-35.3288,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98113,2017-12-25,segunda-feira,04:00:00,RN,101.0,83,NATAL                                                       ,Pista Escorregadia                                                                                  ,Colisão lateral                                                                                                                                                                                         ,Sem Vítimas,Amanhecer           ,Decrescente         ,Chuva               ,Múltipla            ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-5.771044,-35.266171,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98135,2017-12-25,segunda-feira,18:30:00,RN,406.0,"150,4",CEARA-MIRIM                                                 ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,3,0,2,0,1,0,2,2,-5.63518,-35.4202,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98139,2017-12-25,segunda-feira,18:15:00,RN,101.0,69,EXTREMOZ                                                    ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Sem Vítimas,Anoitecer           ,Crescente           ,Céu Claro           ,Simples             ,Rotatória                     ,Sim       ,2,0,0,0,2,0,0,2,-5.672473,-35.259731,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98157,2017-12-25,segunda-feira,16:50:00,RN,304.0,48,MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Queda de ocupante de veículo                                                                                                                                                                            ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Curva                         ,Sim       ,1,0,0,1,0,0,1,1,-5.23063363,-37.32121378,SR-RN               ,DEL15/4                       ,UOP01/RN                      
98201,2017-12-25,segunda-feira,22:20:00,RN,226.0,"101,4",SANTA CRUZ                                                  ,Ingestão de Álcool                                                                                  ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Fatais,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Curva                         ,Não       ,2,1,0,0,1,0,0,2,-6.2298574,-36.023075,SR-RN               ,DEL15/3                       ,UOP02/RN                      
98256,2017-12-26,terça-feira,05:30:00,RN,304.0,299,MACAIBA                                                     ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Fatais,Amanhecer           ,Crescente           ,Nublado             ,Dupla               ,Reta                          ,Não       ,1,1,0,0,0,0,0,1,-5.86763824,-35.33462134,SR-RN               ,DEL15/1                       ,UOP02/RN                      
98308,2017-12-26,terça-feira,09:00:00,RN,304.0,"241,4",RIACHUELO                                                   ,Falta de Atenção à Condução                                                                         ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,1,0,1,0,0,0,1,1,-5.8085059999999995,-35.825525,SR-RN               ,DEL15/1                       ,UOP02/RN                      
98323,2017-12-26,terça-feira,09:00:00,RN,406.0,"104,2",JOAO CAMARA                                                 ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.54008221,-35.80741035,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98335,2017-12-25,segunda-feira,04:30:00,RN,304.0,"49,9",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Feridas,Amanhecer           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,0,1,0,0,1,1,-5.2435691,-37.31357568,SR-RN               ,DEL15/4                       ,UOP01/RN                      
98409,2017-12-24,domingo,14:00:00,RN,101.0,73,EXTREMOZ                                                    ,Falta de Atenção à Condução                                                                         ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Múltipla            ,Reta                          ,Não       ,7,0,7,0,0,0,7,2,-5.706872,-35.266884000000005,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98458,2017-12-26,terça-feira,18:15:00,RN,101.0,82,NATAL                                                       ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,2,0,0,0,2,1,-5.767915,-35.274563,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98474,2017-12-26,terça-feira,18:40:00,RN,226.0,"7,9",NATAL                                                       ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,3,0,2,0,1,0,2,3,-5.835036,-35.279705,SR-RN               ,DEL15/1                       ,UOP02/RN                      
98475,2017-12-26,terça-feira,19:30:00,RN,110.0,"48,9",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Queda de ocupante de veículo                                                                                                                                                                            ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.215681,-37.32974002,SR-RN               ,DEL15/4                       ,UOP01/RN                      
98601,2017-12-27,quarta-feira,10:30:00,RN,304.0,"134,2",ITAJA                                                       ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Sem Vítimas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Desvio Temporário             ,Não       ,2,0,0,0,2,0,0,2,-5.66019971,-36.75879478,SR-RN               ,DEL15/4                       ,UOP01/RN                      
98609,2017-12-27,quarta-feira,10:45:00,RN,304.0,"300,3",MACAIBA                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,2,0,0,1,1,0,1,2,-5.87218476,-35.32056212,SR-RN               ,DEL15/1                       ,UOP02/RN                      
98663,2017-12-27,quarta-feira,14:00:00,RN,226.0,"0,5",NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,3,0,0,1,0,2,1,3,-5.803647,-35.237943,SR-RN               ,DEL15/1                       ,UOP02/RN                      
98805,2017-12-28,quinta-feira,00:10:00,RN,101.0,"100,3",PARNAMIRIM                                                  ,Velocidade Incompatível                                                                             ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Túnel                         ,Sim       ,1,0,1,0,0,0,1,1,-5.88367194,-35.22639598,SR-RN               ,DEL15/1                       ,UOP01/RN                      
98837,2017-12-28,quinta-feira,07:50:00,RN,226.0,"1,1",NATAL                                                       ,Ingestão de Álcool                                                                                  ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,1,0,1,0,1,1,-5.80698243,-35.24263859,SR-RN               ,DEL15/1                       ,UOP02/RN                      
98857,2017-12-28,quinta-feira,07:40:00,RN,226.0,1,NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão com objeto estático                                                                                                                                                                             ,Sem Vítimas,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,0,0,2,0,1,-5.806421,-35.241673,SR-RN               ,DEL15/1                       ,UOP02/RN                      
98938,2017-12-28,quinta-feira,13:50:00,RN,101.0,"72,9",EXTREMOZ                                                    ,Falta de Atenção à Condução                                                                         ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Não Informado                 ,Não       ,5,0,2,0,3,0,2,3,-5.70443015,-35.26568413,SR-RN               ,DEL15/2                       ,UOP01/RN                      
98996,2017-12-28,quinta-feira,17:10:00,RN,304.0,"38,1",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.182894999999999,-37.36957133,SR-RN               ,DEL15/4                       ,UOP02/RN                      
99031,2017-12-28,quinta-feira,19:00:00,RN,226.0,"61,3",SENADOR ELOI DE SOUZA                                       ,Animais na Pista                                                                                    ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,4,3,0,0,0,1,0,2,-6.043617,-35.671966999999995,SR-RN               ,DEL15/1                       ,UOP02/RN                      
99071,2017-12-28,quinta-feira,23:30:00,RN,304.0,"199,4",LAJES                                                       ,Velocidade Incompatível                                                                             ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,0,1,1,1,1,2,-5.723274,-36.170730999999996,SR-RN               ,DEL15/1                       ,UOP03/RN                      
99140,2017-12-29,sexta-feira,08:40:00,RN,101.0,"83,4",SAO GONCALO DO AMARANTE                                     ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.77229918,-35.26282392,SR-RN               ,DEL15/2                       ,UOP01/RN                      
99293,2017-12-29,sexta-feira,16:15:00,RN,101.0,"106,6",PARNAMIRIM                                                  ,Falta de Atenção do Pedestre                                                                        ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,4,0,2,1,1,0,3,2,-5.9160129999999995,-35.262721,SR-RN               ,DEL15/1                       ,UOP01/RN                      
99302,2017-12-29,sexta-feira,17:00:00,RN,226.0,"337,9",PATU                                                        ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Interseção de vias            ,Sim       ,2,0,0,1,1,0,1,2,-6.091456,-37.640594,SR-RN               ,DEL15/4                       ,UOP01/RN                      
99310,2017-12-29,sexta-feira,17:55:00,RN,101.0,"95,9",NATAL                                                       ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,3,0,1,0,2,0,1,2,-5.84284518,-35.20970643,SR-RN               ,DEL15/1                       ,UOP01/RN                      
99389,2017-12-30,sábado,00:15:00,RN,405.0,"4,6",MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,0,1,2,0,1,2,-5.19545124,-37.394634499999995,SR-RN               ,DEL15/4                       ,UOP02/RN                      
99488,2017-12-30,sábado,08:30:00,RN,101.0,103,PARNAMIRIM                                                  ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Múltipla            ,Não Informado                 ,Sim       ,3,0,0,3,0,0,3,2,-5.889059,-35.242684000000004,SR-RN               ,DEL15/1                       ,UOP01/RN                      
99500,2017-12-30,sábado,09:10:00,RN,427.0,"100,9",CAICO                                                       ,Ingestão de Substâncias Psicoativas                                                                 ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-6.46051801,-37.10218996,SR-RN               ,DEL15/3                       ,UOP01/RN                      
99521,2017-12-30,sábado,10:50:00,RN,304.0,"163,8",ANGICOS                                                     ,Falta de Atenção à Condução                                                                         ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-5.677059,-36.486715000000004,SR-RN               ,DEL15/1                       ,UOP03/RN                      
99555,2017-12-30,sábado,11:00:00,RN,101.0,"109,4",PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,0,1,2,0,1,2,-5.94097711,-35.264846999999996,SR-RN               ,DEL15/1                       ,UOP01/RN                      
99625,2017-12-30,sábado,15:23:00,RN,304.0,"26,6",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Fatais,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,2,1,0,0,1,0,0,2,-5.08699731,-37.33450729,SR-RN               ,DEL15/4                       ,UOP02/RN                      
99677,2017-12-30,sábado,17:30:00,RN,101.0,104,PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Anoitecer           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,0,1,1,0,2,-5.894887000000001,-35.257628000000004,SR-RN               ,DEL15/1                       ,UOP01/RN                      
99756,2017-12-30,sábado,22:50:00,RN,101.0,"100,1",PARNAMIRIM                                                  ,Velocidade Incompatível                                                                             ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,5,0,3,0,2,0,3,2,-5.88156584,-35.22577286,SR-RN               ,DEL15/1                       ,UOP01/RN                      
99841,2017-12-31,domingo,09:10:00,RN,406.0,169,SAO GONCALO DO AMARANTE                                     ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,4,0,2,0,1,1,2,2,-5.75326654,-35.28878836,SR-RN               ,DEL15/2                       ,UOP01/RN                      
99890,2017-12-31,domingo,13:50:00,RN,110.0,"78,2",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,1,1,1,0,2,2,-5.40824582,-37.3275733,SR-RN               ,DEL15/4                       ,UOP01/RN                      
100400,2017-09-17,domingo,22:00:00,RN,405.0,"77,6",APODI                                                       ,Velocidade Incompatível                                                                             ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,1,1,0,0,0,0,0,1,-5.66426028,-37.79581977,SR-RN               ,DEL15/4                       ,UOP02/RN                      
100698,2017-10-07,sábado,18:10:00,RN,110.0,30,MOSSORO                                                     ,Restrição de Visibilidade                                                                           ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Anoitecer           ,Decrescente         ,Ignorado            ,Simples             ,Reta                          ,Não       ,1,0,0,1,0,0,1,1,-5.18804,-37.3441,SR-RN               ,DEL15/4                       ,UOP01/RN                      
100887,2017-11-16,quinta-feira,13:21:00,RN,405.0,"1,1",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Ignorado            ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,0,1,1,2,-5.19188099,-37.36289263,SR-RN               ,DEL15/4                       ,UOP02/RN                      
103684,2017-12-14,quinta-feira,07:35:00,RN,304.0,"231,6",RIACHUELO                                                   ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Nublado             ,Simples             ,Curva                         ,Não       ,5,0,2,2,1,0,4,3,-5.753146,-35.893054,SR-RN               ,DEL15/1                       ,UOP02/RN                      
103754,2017-09-02,sábado,09:36:00,RN,101.0,111,PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-5.94596444,-35.26479632,SR-RN               ,DEL15/1                       ,UOP01/RN                      
103936,2017-09-08,sexta-feira,17:35:00,RN,101.0,"95,9",NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Anoitecer           ,Crescente           ,Nublado             ,Múltipla            ,Reta                          ,Sim       ,3,0,0,0,3,0,0,3,-5.84758402,-35.20851016,SR-RN               ,DEL15/1                       ,UOP01/RN                      
104372,2017-11-15,quarta-feira,14:00:00,RN,101.0,"85,1",NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Fatais,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Não Informado                 ,Sim       ,4,1,1,0,1,1,1,1,-5.77652001,-35.25277999,SR-RN               ,DEL15/2                       ,UOP01/RN                      
107214,2017-12-16,sábado,06:50:00,RN,101.0,"168,8",CANGUARETAMA                                                ,Velocidade Incompatível                                                                             ,Capotamento                                                                                                                                                                                             ,Com Vítimas Fatais,Pleno dia           ,Decrescente         ,Sol                 ,Dupla               ,Reta                          ,Não       ,3,1,2,0,0,0,2,1,-6.40725433,-35.13281822,SR-RN               ,DEL15/1                       ,UOP01/RN                      
108628,2017-09-04,segunda-feira,06:40:00,RN,304.0,"35,4",MOSSORO                                                     ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Ignorado            ,Dupla               ,Rotatória                     ,Sim       ,2,0,0,1,1,0,1,1,-5.16546757,-37.35091925,SR-RN               ,DEL15/4                       ,UOP02/RN                      
109180,2017-12-21,quinta-feira,15:37:00,RN,101.0,"115,9",SAO JOSE DE MIPIBU                                          ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,3,0,2,1,0,0,3,2,-5.99840979,-35.26073432,SR-RN               ,DEL15/1                       ,UOP01/RN                      
109294,2017-10-30,segunda-feira,21:30:00,RN,304.0,"303,1",MACAIBA                                                     ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Ignorado            ,Dupla               ,Reta                          ,Não       ,1,0,0,1,0,0,1,1,-5.86006,-35.3498,SR-RN               ,DEL15/1                       ,UOP02/RN                      
109644,2017-12-07,quinta-feira,15:00:00,RN,304.0,"26,9",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Fatais,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,2,1,0,0,1,0,0,2,-5.08877169,-37.33486993,SR-RN               ,DEL15/4                       ,UOP02/RN                      
109646,2017-12-18,segunda-feira,07:50:00,RN,101.0,"101,2",PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Engavetamento                                                                                                                                                                                           ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Viaduto                       ,Sim       ,6,0,0,2,4,0,2,5,-5.8870000000000005,-35.233000000000004,SR-RN               ,DEL15/1                       ,UOP01/RN                      
120272,2017-11-23,quinta-feira,23:00:00,RN,427.0,115,CAICO                                                       ,Falta de Atenção à Condução                                                                         ,Colisão com objeto estático                                                                                                                                                                             ,Sem Vítimas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Curva                         ,Não       ,1,0,0,0,1,0,0,1,-6.45307678,-37.19455719,SR-RN               ,DEL15/3                       ,UOP01/RN                      
123122,2017-08-27,domingo,16:00:00,RN,304.0,"291,5",MACAIBA                                                     ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Não Informado                 ,Não       ,3,0,0,1,2,0,1,2,-5.8672501,-35.39599936,SR-RN               ,DEL15/1                       ,UOP02/RN                      
130371,2017-11-17,sexta-feira,08:30:00,RN,406.0,"158,6",CEARA-MIRIM                                                 ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Não Informado                 ,Não       ,3,0,1,0,2,0,1,2,-5.70025983,-35.38260014,SR-RN               ,DEL15/2                       ,UOP01/RN                      
